review_order,contact_sheet,tile_index,image_id,relative_path,mineral_label,four_class_label,four_class_id,mindat_photo_id,split_group_id,split,review_decision,review_reason,expert_note,reviewer,review_date
7,goethite_001.jpg,7,VTM-004481,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p087986_page3_015_raw.jpg,goethite,metallic_hard_negative,3,87986,DG-75cee6f8c04d,test,keep,,,,
8,goethite_001.jpg,8,VTM-004482,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p088131_page1_013_raw.jpg,goethite,metallic_hard_negative,3,88131,DG-162780054af3,train,keep,,,,
9,goethite_001.jpg,9,VTM-004483,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p088133_page1_022_raw.jpg,goethite,metallic_hard_negative,3,88133,DG-3995978906a7,train,keep,,,,
10,goethite_001.jpg,10,VTM-004486,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p090235_page5_001_raw.jpg,goethite,metallic_hard_negative,3,90235,DG-18487160a8ca,train,keep,,,,
11,goethite_001.jpg,11,VTM-004487,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p093088_page3_020_raw.jpg,goethite,metallic_hard_negative,3,93088,DG-9fff6f03fdf4,train,keep,,,,
12,goethite_001.jpg,12,VTM-004488,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p093090_page3_005_raw.jpg,goethite,metallic_hard_negative,3,93090,DG-2decccec0010,train,keep,,,,
13,goethite_001.jpg,13,VTM-004490,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p093092_page3_009_raw.jpg,goethite,metallic_hard_negative,3,93092,DG-04c585ec47f6,test,keep,,,,
14,goethite_001.jpg,14,VTM-004493,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1012609_page1_041_raw.jpg,goethite,metallic_hard_negative,3,1012609,DG-81d95166980f,val,keep,,,,
15,goethite_001.jpg,15,VTM-004495,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1017569_page4_067_raw.jpg,goethite,metallic_hard_negative,3,1017569,DG-459a0e85d4ef,test,keep,,,,
16,goethite_001.jpg,16,VTM-004500,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1025419_page1_061_raw.jpg,goethite,metallic_hard_negative,3,1025419,DG-78cc5b879191,train,keep,,,,
17,goethite_001.jpg,17,VTM-004505,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1120714_page4_057_raw.jpg,goethite,metallic_hard_negative,3,1120714,DG-55060e2c5204,test,keep,,,,
18,goethite_001.jpg,18,VTM-004506,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1128761_page1_065_raw.jpg,goethite,metallic_hard_negative,3,1128761,DG-07650a244661,test,keep,,,,
19,goethite_001.jpg,19,VTM-004540,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p144479_page5_002_raw.jpg,goethite,metallic_hard_negative,3,144479,DG-af95c50fc051,train,keep,,,,
20,goethite_001.jpg,20,VTM-004547,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p148571_page3_003_raw.jpg,goethite,metallic_hard_negative,3,148571,DG-01ea05d4e823,train,keep,,,,
21,goethite_001.jpg,21,VTM-004548,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1499517_page4_074_raw.jpg,goethite,metallic_hard_negative,3,1499517,DG-f6ee93e393f7,train,keep,,,,
22,goethite_001.jpg,22,VTM-004550,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p163178_page3_011_raw.jpg,goethite,metallic_hard_negative,3,163178,DG-7687844b929e,train,keep,,,,
23,goethite_001.jpg,23,VTM-004551,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p166216_page1_070_raw.jpg,goethite,metallic_hard_negative,3,166216,DG-790ba3916d97,train,keep,,,,
24,goethite_001.jpg,24,VTM-004554,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p1731730_page5_031_raw.jpg,goethite,metallic_hard_negative,3,1731730,DG-d8c270e4d550,train,keep,,,,
25,goethite_001.jpg,25,VTM-004556,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p175354_page1_058_raw.jpg,goethite,metallic_hard_negative,3,175354,DG-7d233596d418,train,keep,,,,
26,goethite_002.jpg,1,VTM-004578,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p299578_page1_015_raw.jpg,goethite,metallic_hard_negative,3,299578,DG-53312f8ab848,train,keep,,,,
27,goethite_002.jpg,2,VTM-004584,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p351305_page3_045_raw.jpg,goethite,metallic_hard_negative,3,351305,DG-f414d38d8087,val,keep,,,,
28,goethite_002.jpg,3,VTM-004591,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p401655_page3_051_raw.jpg,goethite,metallic_hard_negative,3,401655,DG-9b5d4c76e13f,train,keep,,,,
29,goethite_002.jpg,4,VTM-004593,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p422228_page4_005_raw.jpg,goethite,metallic_hard_negative,3,422228,DG-4c7a9dac83e3,val,keep,,,,
30,goethite_002.jpg,5,VTM-004599,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p475307_page2_008_raw.jpg,goethite,metallic_hard_negative,3,475307,DG-f564707e3709,val,keep,,,,
31,goethite_002.jpg,6,VTM-004602,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p483141_page3_074_raw.jpg,goethite,metallic_hard_negative,3,483141,DG-e3cb63300161,train,keep,,,,
32,goethite_002.jpg,7,VTM-004603,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p483142_page3_065_raw.jpg,goethite,metallic_hard_negative,3,483142,DG-4ec95c54e334,train,keep,,,,
33,goethite_002.jpg,8,VTM-004613,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p510568_page4_006_raw.jpg,goethite,metallic_hard_negative,3,510568,DG-89979111c25d,train,keep,,,,
34,goethite_002.jpg,9,VTM-004618,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p522453_page1_060_raw.jpg,goethite,metallic_hard_negative,3,522453,DG-ff179753ebef,train,keep,,,,
35,goethite_002.jpg,10,VTM-004632,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p561529_page3_043_raw.jpg,goethite,metallic_hard_negative,3,561529,DG-93f0e31d6ca5,train,keep,,,,
36,goethite_002.jpg,11,VTM-004635,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p561967_page5_014_raw.jpg,goethite,metallic_hard_negative,3,561967,DG-fdc355a7dec4,train,keep,,,,
37,goethite_002.jpg,12,VTM-004639,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p563671_page3_034_raw.jpg,goethite,metallic_hard_negative,3,563671,DG-242ef8eb00de,test,keep,,,,
38,goethite_002.jpg,13,VTM-004655,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p604700_page4_010_raw.jpg,goethite,metallic_hard_negative,3,604700,DG-b2fbb3e9cef9,val,keep,,,,
39,goethite_002.jpg,14,VTM-004657,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p605991_page3_044_raw.jpg,goethite,metallic_hard_negative,3,605991,DG-b8c33cc77ec7,test,keep,,,,
40,goethite_002.jpg,15,VTM-004658,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p606283_page4_026_raw.jpg,goethite,metallic_hard_negative,3,606283,DG-bc3a0327e67c,test,keep,,,,
41,goethite_002.jpg,16,VTM-004675,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p659435_page3_047_raw.jpg,goethite,metallic_hard_negative,3,659435,DG-7e1d6174749f,test,keep,,,,
42,goethite_002.jpg,17,VTM-004678,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p696814_page4_042_raw.jpg,goethite,metallic_hard_negative,3,696814,DG-d90cb4153a5b,train,keep,,,,
43,goethite_002.jpg,18,VTM-004682,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p703513_page5_016_raw.jpg,goethite,metallic_hard_negative,3,703513,DG-7645ba962935,train,keep,,,,
44,goethite_002.jpg,19,VTM-004688,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p734964_page4_043_raw.jpg,goethite,metallic_hard_negative,3,734964,DG-e35afc208548,train,keep,,,,
45,goethite_002.jpg,20,VTM-004690,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p738969_page1_043_raw.jpg,goethite,metallic_hard_negative,3,738969,DG-2a274e16a33e,val,keep,,,,
46,goethite_002.jpg,21,VTM-004691,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p756152_page5_018_raw.jpg,goethite,metallic_hard_negative,3,756152,DG-531180648ef5,train,keep,,,,
47,goethite_002.jpg,22,VTM-004696,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p792080_page1_055_raw.jpg,goethite,metallic_hard_negative,3,792080,DG-0c9925831678,train,keep,,,,
48,goethite_002.jpg,23,VTM-004699,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p814920_page4_045_raw.jpg,goethite,metallic_hard_negative,3,814920,DG-4983712b4f53,train,keep,,,,
49,goethite_002.jpg,24,VTM-004704,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p873007_page5_017_raw.jpg,goethite,metallic_hard_negative,3,873007,DG-c387377df551,val,keep,,,,
50,goethite_002.jpg,25,VTM-004711,raw_negative/metallic_hard_negative/goethite/goethite_mindat_p933905_page5_021_raw.jpg,goethite,metallic_hard_negative,3,933905,DG-1714e83b2d68,train,keep,,,,
1,hematite_001.jpg,1,VTM-004720,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p003344_page1_030_raw.jpg,hematite,metallic_hard_negative,3,3344,DG-c97f15322fc4,train,keep,,,,
2,hematite_001.jpg,2,VTM-004725,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p004555_page1_060_raw.jpg,hematite,metallic_hard_negative,3,4555,DG-db918e7bf2a1,train,keep,,,,
3,hematite_001.jpg,3,VTM-004733,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p047855_page1_039_raw.jpg,hematite,metallic_hard_negative,3,47855,DG-125135a8e2f0,test,keep,,,,
4,hematite_001.jpg,4,VTM-004734,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p048076_page1_031_raw.jpg,hematite,metallic_hard_negative,3,48076,DG-dc119b0afa8f,train,keep,,,,
5,hematite_001.jpg,5,VTM-004737,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p056625_page1_026_raw.jpg,hematite,metallic_hard_negative,3,56625,DG-12030acde72b,test,keep,,,,
6,hematite_001.jpg,6,VTM-004744,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p062765_page1_065_raw.jpg,hematite,metallic_hard_negative,3,62765,DG-b3e8ca54e55b,train,keep,,,,
7,hematite_001.jpg,7,VTM-004757,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p098296_page1_007_raw.jpg,hematite,metallic_hard_negative,3,98296,DG-94f14ee45fd9,train,keep,,,,
8,hematite_001.jpg,8,VTM-004758,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p098297_page1_075_raw.jpg,hematite,metallic_hard_negative,3,98297,DG-c4e84e88275c,test,keep,,,,
9,hematite_001.jpg,9,VTM-004783,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p115483_page1_027_raw.jpg,hematite,metallic_hard_negative,3,115483,DG-253d2482c921,train,keep,,,,
10,hematite_001.jpg,10,VTM-004795,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p122268_page1_034_raw.jpg,hematite,metallic_hard_negative,3,122268,DG-2103504c4bdb,train,keep,,,,
11,hematite_001.jpg,11,VTM-004797,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p122276_page1_064_raw.jpg,hematite,metallic_hard_negative,3,122276,DG-b98020f05c5b,test,keep,,,,
12,hematite_001.jpg,12,VTM-004801,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p1286317_page6_001_raw.jpg,hematite,metallic_hard_negative,3,1286317,DG-aebe66ef7240,train,keep,,,,
13,hematite_001.jpg,13,VTM-004808,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p132737_page4_015_raw.jpg,hematite,metallic_hard_negative,3,132737,DG-c47da0c14ea3,val,keep,,,,
14,hematite_001.jpg,14,VTM-004813,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p1334126_page5_073_raw.jpg,hematite,metallic_hard_negative,3,1334126,DG-33991845aaf1,test,exclude,microscope_image,,,
15,hematite_001.jpg,15,VTM-004814,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p1334129_page5_065_raw.jpg,hematite,metallic_hard_negative,3,1334129,DG-9055b7cc284e,train,exclude,microscope_image,,,
16,hematite_001.jpg,16,VTM-004818,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p137126_page1_001_raw.jpg,hematite,metallic_hard_negative,3,137126,DG-f8157687dfc1,val,keep,,,,
17,hematite_001.jpg,17,VTM-004819,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p1392079_page1_038_raw.jpg,hematite,metallic_hard_negative,3,1392079,DG-a5ff46780ee0,train,keep,,,,
18,hematite_001.jpg,18,VTM-004820,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p142226_page4_026_raw.jpg,hematite,metallic_hard_negative,3,142226,DG-042d7d6e9e9a,train,keep,,,,
19,hematite_001.jpg,19,VTM-004868,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p232542_page4_058_raw.jpg,hematite,metallic_hard_negative,3,232542,DG-e8edf69567f8,val,keep,,,,
20,hematite_001.jpg,20,VTM-004875,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p239259_page1_006_raw.jpg,hematite,metallic_hard_negative,3,239259,DG-1d354621213a,train,keep,,,,
21,hematite_001.jpg,21,VTM-004876,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p239945_page4_064_raw.jpg,hematite,metallic_hard_negative,3,239945,DG-8ed5ca7176a8,train,keep,,,,
22,hematite_001.jpg,22,VTM-004892,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p292231_page1_048_raw.jpg,hematite,metallic_hard_negative,3,292231,DG-0b02904cd2d9,train,keep,,,,
23,hematite_001.jpg,23,VTM-004894,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p295868_page6_016_raw.jpg,hematite,metallic_hard_negative,3,295868,DG-f62eaf3c0647,train,keep,,,,
24,hematite_001.jpg,24,VTM-004902,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p310377_page4_067_raw.jpg,hematite,metallic_hard_negative,3,310377,DG-604f861a8a8c,train,keep,,,,
25,hematite_001.jpg,25,VTM-004903,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p318834_page6_010_raw.jpg,hematite,metallic_hard_negative,3,318834,DG-03ee3b4153cc,train,keep,,,,
26,hematite_002.jpg,1,VTM-004912,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p380288_page4_060_raw.jpg,hematite,metallic_hard_negative,3,380288,DG-177e70bdf902,val,keep,,,,
27,hematite_002.jpg,2,VTM-004913,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p387197_page4_069_raw.jpg,hematite,metallic_hard_negative,3,387197,DG-b2ffaca5e69f,val,keep,,,,
28,hematite_002.jpg,3,VTM-004914,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p406983_page4_065_raw.jpg,hematite,metallic_hard_negative,3,406983,DG-b2a1b8865757,val,keep,,,,
29,hematite_002.jpg,4,VTM-004921,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p459875_page6_034_raw.jpg,hematite,metallic_hard_negative,3,459875,DG-f13bf43d5235,val,keep,,,,
30,hematite_002.jpg,5,VTM-004926,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p482306_page5_027_raw.jpg,hematite,metallic_hard_negative,3,482306,DG-8097974f3dde,train,keep,,,,
31,hematite_002.jpg,6,VTM-004929,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p482911_page5_026_raw.jpg,hematite,metallic_hard_negative,3,482911,DG-8bdd6c1aed64,train,keep,,,,
32,hematite_002.jpg,7,VTM-004933,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p485843_page6_057_raw.jpg,hematite,metallic_hard_negative,3,485843,DG-daf6f41ce75b,test,keep,,,,
33,hematite_002.jpg,8,VTM-004934,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p486724_page4_030_raw.jpg,hematite,metallic_hard_negative,3,486724,DG-4df02ac79ea4,test,keep,,,,
34,hematite_002.jpg,9,VTM-004938,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p502197_page4_039_raw.jpg,hematite,metallic_hard_negative,3,502197,DG-e54f19d2c8f8,val,keep,,,,
35,hematite_002.jpg,10,VTM-004947,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p521114_page5_039_raw.jpg,hematite,metallic_hard_negative,3,521114,DG-9b8350d11c09,val,keep,,,,
36,hematite_002.jpg,11,VTM-004952,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p540130_page5_052_raw.jpg,hematite,metallic_hard_negative,3,540130,DG-e44dc10e808d,train,keep,,,,
37,hematite_002.jpg,12,VTM-004953,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p541699_page5_018_raw.jpg,hematite,metallic_hard_negative,3,541699,DG-974ef309f918,train,keep,,,,
38,hematite_002.jpg,13,VTM-004960,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p600633_page5_028_raw.jpg,hematite,metallic_hard_negative,3,600633,DG-4bd8424d7cae,train,keep,,,,
39,hematite_002.jpg,14,VTM-004961,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p605576_page1_050_raw.jpg,hematite,metallic_hard_negative,3,605576,DG-3a71801f1ee0,test,keep,,,,
40,hematite_002.jpg,15,VTM-004968,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p631642_page6_066_raw.jpg,hematite,metallic_hard_negative,3,631642,DG-788695589cae,train,keep,,,,
41,hematite_002.jpg,16,VTM-004972,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p648605_page5_025_raw.jpg,hematite,metallic_hard_negative,3,648605,DG-ac34ecd40a2b,train,keep,,,,
42,hematite_002.jpg,17,VTM-004979,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p661190_page6_063_raw.jpg,hematite,metallic_hard_negative,3,661190,DG-db3957cce7c6,train,keep,,,,
43,hematite_002.jpg,18,VTM-004982,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p682646_page6_045_raw.jpg,hematite,metallic_hard_negative,3,682646,DG-dc41c31e3d21,test,keep,,,,
44,hematite_002.jpg,19,VTM-004983,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p692303_page6_040_raw.jpg,hematite,metallic_hard_negative,3,692303,DG-ad7d28354932,train,keep,,,,
45,hematite_002.jpg,20,VTM-004984,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p709970_page5_035_raw.jpg,hematite,metallic_hard_negative,3,709970,DG-cc8c81808fd7,train,keep,,,,
46,hematite_002.jpg,21,VTM-004988,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p715038_page5_033_raw.jpg,hematite,metallic_hard_negative,3,715038,DG-b4a86ae99aa4,test,keep,,,,
47,hematite_002.jpg,22,VTM-005004,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p784238_page6_074_raw.jpg,hematite,metallic_hard_negative,3,784238,DG-6adcd9622866,train,keep,,,,
48,hematite_002.jpg,23,VTM-005011,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p833676_page5_032_raw.jpg,hematite,metallic_hard_negative,3,833676,DG-9f846ac38613,train,keep,,,,
49,hematite_002.jpg,24,VTM-005021,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p984230_page6_043_raw.jpg,hematite,metallic_hard_negative,3,984230,DG-5a0d013f29bc,train,keep,,,,
50,hematite_002.jpg,25,VTM-005022,raw_negative/metallic_hard_negative/hematite/hematite_mindat_p996639_page6_073_raw.jpg,hematite,metallic_hard_negative,3,996639,DG-d8da498bf2c5,train,keep,,,,
1,ilmenite_001.jpg,1,VTM-000002,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p001236_041_raw.jpg,ilmenite,target_mineral,0,1236,DG-9b07413cd739,train,keep,,,,
2,ilmenite_001.jpg,2,VTM-000007,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p004329_040_raw.jpg,ilmenite,target_mineral,0,4329,DG-29b5b23f3d2a,val,keep,,,,
3,ilmenite_001.jpg,3,VTM-000009,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p004515_037_raw.jpg,ilmenite,target_mineral,0,4515,DG-975d144850cf,train,keep,,,,
4,ilmenite_001.jpg,4,VTM-000018,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p039732_066_raw.jpg,ilmenite,target_mineral,0,39732,DG-43315a4123ba,train,keep,,,,
5,ilmenite_001.jpg,5,VTM-000024,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p061431_263_raw.jpg,ilmenite,target_mineral,0,61431,DG-6871d8b8ef5b,val,keep,,,,
6,ilmenite_001.jpg,6,VTM-000025,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p065674_067_raw.jpg,ilmenite,target_mineral,0,65674,DG-834694a900f8,test,keep,,,,
7,ilmenite_001.jpg,7,VTM-000026,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p065675_062_raw.jpg,ilmenite,target_mineral,0,65675,DG-0cb281befc77,train,keep,,,,
8,ilmenite_001.jpg,8,VTM-000034,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p075966_056_raw.jpg,ilmenite,target_mineral,0,75966,DG-79783c002b65,train,keep,,,,
9,ilmenite_001.jpg,9,VTM-000045,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1047579_231_raw.jpg,ilmenite,target_mineral,0,1047579,DG-e57922e4a4ef,train,keep,,,,
10,ilmenite_001.jpg,10,VTM-000046,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1053297_103_raw.jpg,ilmenite,target_mineral,0,1053297,DG-8ca8a880111d,train,keep,,,,
11,ilmenite_001.jpg,11,VTM-000050,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1073133_020_raw.jpg,ilmenite,target_mineral,0,1073133,DG-5ce3c43f0026,train,keep,,,,
12,ilmenite_001.jpg,12,VTM-000074,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1286577_297_raw.jpg,ilmenite,target_mineral,0,1286577,DG-05c8d12a3443,train,keep,,,,
13,ilmenite_001.jpg,13,VTM-000079,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298637_166_raw.jpg,ilmenite,target_mineral,0,1298637,DG-865801959617,train,exclude,microscope_image,,,
14,ilmenite_001.jpg,14,VTM-000088,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1298697_153_raw.jpg,ilmenite,target_mineral,0,1298697,DG-6aab048ce8a7,train,exclude,microscope_image,,,
15,ilmenite_001.jpg,15,VTM-000093,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p130335_045_raw.jpg,ilmenite,target_mineral,0,130335,DG-6fac7c12364b,train,keep,,,,
16,ilmenite_001.jpg,16,VTM-000096,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1307692_253_raw.jpg,ilmenite,target_mineral,0,1307692,DG-7201fdbc3683,train,keep,,,,
17,ilmenite_001.jpg,17,VTM-000102,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1335727_328_raw.jpg,ilmenite,target_mineral,0,1335727,DG-8f39b68c7460,train,exclude,microscope_image,,,
18,ilmenite_001.jpg,18,VTM-000103,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1335730_326_raw.jpg,ilmenite,target_mineral,0,1335730,DG-edd7bbc96d6a,train,exclude,microscope_image,,,
19,ilmenite_001.jpg,19,VTM-000104,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1335735_339_raw.jpg,ilmenite,target_mineral,0,1335735,DG-c81168f6c3c0,train,exclude,microscope_image,,,
20,ilmenite_001.jpg,20,VTM-000105,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1335740_335_raw.jpg,ilmenite,target_mineral,0,1335740,DG-d22c52e943d5,val,exclude,microscope_image,,,
21,ilmenite_001.jpg,21,VTM-000111,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1371565_336_raw.jpg,ilmenite,target_mineral,0,1371565,DG-1b680e3165a6,train,keep,,,,
22,ilmenite_001.jpg,22,VTM-000130,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p157697_349_raw.jpg,ilmenite,target_mineral,0,157697,DG-c93fa69bd002,train,keep,,,,
23,ilmenite_001.jpg,23,VTM-000137,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p1665765_112_raw.jpg,ilmenite,target_mineral,0,1665765,DG-c1aed5f668d2,train,needs_expert,uncertain_primary_mineral,,,
24,ilmenite_001.jpg,24,VTM-000138,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p168119_275_raw.jpg,ilmenite,target_mineral,0,168119,DG-6cfde0785f0c,train,keep,,,,
25,ilmenite_001.jpg,25,VTM-000150,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p185591_189_raw.jpg,ilmenite,target_mineral,0,185591,DG-4e5e3ca16ae7,val,keep,,,,
26,ilmenite_002.jpg,1,VTM-000157,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p190143_270_raw.jpg,ilmenite,target_mineral,0,190143,DG-91303cef6949,train,keep,,,,
27,ilmenite_002.jpg,2,VTM-000180,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p285547_129_raw.jpg,ilmenite,target_mineral,0,285547,DG-697e51ad4956,train,keep,,,,
28,ilmenite_002.jpg,3,VTM-000182,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p298835_201_raw.jpg,ilmenite,target_mineral,0,298835,DG-1336fe4a4d32,train,keep,,,,
29,ilmenite_002.jpg,4,VTM-000188,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p313892_210_raw.jpg,ilmenite,target_mineral,0,313892,DG-71f6613e2b17,train,keep,,,,
30,ilmenite_002.jpg,5,VTM-000193,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p318010_202_raw.jpg,ilmenite,target_mineral,0,318010,DG-52c3a93b717f,train,keep,,,,
31,ilmenite_002.jpg,6,VTM-000195,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p321725_065_raw.jpg,ilmenite,target_mineral,0,321725,DG-92c6b940c46e,test,keep,,,,
32,ilmenite_002.jpg,7,VTM-000204,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p340714_324_raw.jpg,ilmenite,target_mineral,0,340714,DG-7d9cd3ff4e34,train,keep,,,,
33,ilmenite_002.jpg,8,VTM-000209,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p368289_035_raw.jpg,ilmenite,target_mineral,0,368289,DG-a2bc6dce5c87,train,keep,,,,
34,ilmenite_002.jpg,9,VTM-000221,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p429245_249_raw.jpg,ilmenite,target_mineral,0,429245,DG-a4bd6daf961b,train,keep,,,,
35,ilmenite_002.jpg,10,VTM-000223,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p440669_221_raw.jpg,ilmenite,target_mineral,0,440669,DG-b169140ce291,train,keep,,,,
36,ilmenite_002.jpg,11,VTM-000226,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p444061_029_raw.jpg,ilmenite,target_mineral,0,444061,DG-f38e353637cc,train,keep,,,,
37,ilmenite_002.jpg,12,VTM-000235,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p510570_322_raw.jpg,ilmenite,target_mineral,0,510570,DG-7b45371666b6,test,keep,,,,
38,ilmenite_002.jpg,13,VTM-000236,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p511310_303_raw.jpg,ilmenite,target_mineral,0,511310,DG-b4b2034de1fa,train,keep,,,,
